IDpol,Region,Area,VehBrand,VehGas,DrivAge,age_band,VehPower,VehAge,BonusMalus,Density,Exposure,ClaimNb,ClaimAmount_capped,freq_glm_pred,freq_gbm_pred,pp_glm,pp_gbm
4048645.0,Provence-Alpes-Cotes-D'Azur,E,B12,Regular,56,51-60,7,2,50,3744,0.45,0,0.0,0.13158430455641718,0.08313684501250372,285.52678651505676,160.66270557943912
2012406.0,Ile-de-France,F,B3,Diesel,57,51-60,6,3,54,15703,0.28,0,0.0,0.09758199467119356,0.09734026013057318,118.9010662589554,137.18130105499918
1142614.0,Rhone-Alpes,E,B3,Diesel,30,26-30,6,9,54,5449,1.0,0,0.0,0.07855051364425467,0.06913874266444371,120.66806991300803,105.81155783778377
6103204.0,Ile-de-France,E,B12,Regular,41,41-50,10,15,50,3132,0.05,0,0.0,0.0737824362573266,0.051805952936789856,117.60760295573733,79.40816221435028
2076847.0,Rhone-Alpes,D,B2,Regular,45,41-50,4,14,57,578,1.0,0,0.0,0.07509913730720452,0.0684124239704132,113.29011197438092,107.29896408548728
1004953.0,Provence-Alpes-Cotes-D'Azur,C,B12,Regular,57,51-60,9,1,50,177,0.36,0,0.0,0.12473972649157049,0.0755061099554863,272.3331969618395,141.25448513929481
3135123.0,Rhone-Alpes,E,B1,Regular,52,51-60,7,14,50,3859,0.75,0,0.0,0.07382341625275197,0.07417511536981432,113.35980927179223,114.4349010630105
113968.0,Centre,A,B2,Diesel,25,23-25,6,4,90,8,0.45,0,0.0,0.1686231616724486,0.09857218998965347,329.84953038159244,158.9897732546293
3213516.0,Centre,D,B1,Regular,64,61-70,7,1,50,1313,0.39,0,0.0,0.12657837537112537,0.08131970936900894,224.0633791103281,140.46508239623995
4167472.0,Provence-Alpes-Cotes-D'Azur,E,B3,Diesel,20,18-22,5,8,95,3317,0.95,0,0.0,0.17418865775544837,0.2632379324673152,362.055448287025,438.04499562930425
4128514.0,Provence-Alpes-Cotes-D'Azur,B,B13,Regular,46,41-50,7,7,50,66,1.0,0,0.0,0.07343684722834148,0.07372390426331768,148.75999028803818,133.2151217619856
2025335.0,Provence-Alpes-Cotes-D'Azur,D,B12,Regular,52,51-60,11,0,50,776,0.03,0,0.0,0.1401359364442423,0.28068107231790546,334.85281284809207,566.3860657316111
17830.0,Centre,B,B1,Regular,85,71+,7,6,50,67,0.47,1,0.0,0.10510833040221977,0.08800355437669567,185.24420660568228,163.8678353279598
3213433.0,Bretagne,D,B2,Diesel,36,31-40,7,16,64,634,0.69,0,0.0,0.07387305784050091,0.07566627939809453,116.4192472572082,123.29600738031786
4158607.0,Centre,C,B2,Diesel,43,41-50,5,13,50,182,1.0,0,0.0,0.057275519531887815,0.06683909269367494,80.59333659407335,96.47314089455585
6037508.0,Provence-Alpes-Cotes-D'Azur,E,B12,Regular,62,61-70,5,3,50,3317,0.71,0,0.0,0.12789872560362064,0.05796557786909963,265.6207171841108,111.689824175503
2215501.0,Aquitaine,E,B1,Regular,49,41-50,5,14,50,4253,0.49,0,0.0,0.05982718071812448,0.059410798826977536,87.08605516113795,88.5348035243338
4149742.0,Ile-de-France,B,B4,Regular,29,26-30,11,4,64,74,1.0,0,0.0,0.10038655948062832,0.13181740041250437,180.79226782395293,220.66946073431367
4179879.0,Centre,E,B2,Regular,64,61-70,7,7,50,3866,1.0,0,0.0,0.10292323860091855,0.10854098512938398,175.7781625034062,191.42693455441164
3242326.0,Provence-Alpes-Cotes-D'Azur,D,B1,Regular,36,31-40,4,16,50,609,0.07,0,0.0,0.05210982274117136,0.039545579789683184,85.77313853477082,67.29320440012079
3149747.0,Rhone-Alpes,E,B2,Regular,44,41-50,4,7,50,3430,0.93,0,0.0,0.08748213018335219,0.08723034449612538,139.1465494274048,140.9038417824255
4061657.0,Languedoc-Roussillon,C,B12,Diesel,59,51-60,7,3,58,152,0.27,0,0.0,0.12672592825439322,0.09420430536057664,235.21766821591163,160.60574962597894
2183171.0,Centre,C,B1,Regular,38,31-40,4,14,50,282,1.0,0,0.0,0.05608684307602922,0.03104630612891484,75.95946576467023,44.04572215983622
1181932.0,Aquitaine,D,B2,Diesel,74,71+,6,11,50,1445,0.5,0,0.0,0.0725925146310694,0.05342764475901613,113.93501329860588,83.3344779567332
2077251.0,Rhone-Alpes,B,B1,Regular,52,51-60,7,16,50,86,1.0,0,0.0,0.05759250678747015,0.058914800471419206,88.84993755695835,90.83232620329906
107757.0,Languedoc-Roussillon,C,B12,Diesel,55,51-60,6,2,50,134,0.07,0,0.0,0.10564031769232123,0.0725120924580561,188.16313787402063,123.62342593152908
3167124.0,Provence-Alpes-Cotes-D'Azur,D,B10,Diesel,53,51-60,7,5,50,1629,0.75,0,0.0,0.0900009142928454,0.10271837797182067,183.00893847849113,196.23998287373723
2257807.0,Aquitaine,E,B4,Diesel,40,31-40,6,2,50,4348,0.08,0,0.0,0.08219822129884156,0.08547756951973226,130.00170809340986,154.77742477303684
3058892.0,Centre,A,B1,Diesel,40,31-40,6,12,50,10,1.0,0,0.0,0.05554797137487877,0.049921068443550445,85.50835486982453,82.83528304964584
2200306.0,Centre,D,B2,Diesel,60,51-60,5,9,69,1313,1.0,0,0.0,0.12610704102777706,0.1767976883512445,209.91080003235902,284.120994085433
2156476.0,Nord-Pas-de-Calais,D,B3,Regular,47,41-50,8,20,50,1079,0.15,0,0.0,0.042105418887505075,0.02652165171771147,61.579902262420475,44.0074595245154
3182511.0,Pays-de-la-Loire,D,B1,Regular,38,31-40,7,13,50,1457,0.3,1,57.51,0.061359277948663346,0.03858737135713081,86.57604599819368,52.01325884995243
1064262.0,Rhone-Alpes,C,B2,Regular,47,41-50,5,15,50,315,1.0,0,0.0,0.058313090793920525,0.07299722891041645,82.9526821427892,108.62846875207869
1124412.0,Provence-Alpes-Cotes-D'Azur,D,B12,Regular,37,31-40,10,3,50,1101,0.47,0,0.0,0.11129210032200629,0.08831307240604304,248.45689952580588,174.71732779929863
2078474.0,Rhone-Alpes,C,B1,Diesel,32,31-40,6,0,54,242,0.11,0,0.0,0.10104553135336689,0.0708480851747041,164.47052016061008,120.4143101928564
137956.0,Poitou-Charentes,B,B1,Diesel,38,31-40,6,12,68,60,1.0,0,0.0,0.07377448820614477,0.08469143768097381,113.94940686526577,128.0014419310531
4066269.0,Ile-de-France,F,B12,Regular,67,61-70,5,0,50,17140,0.12,0,0.0,0.1345111222397379,0.7389098565191013,175.19191904794909,960.0148398991435
2198100.0,Centre,D,B1,Regular,69,61-70,5,14,50,1313,1.0,0,0.0,0.07632063744519668,0.06111539476923027,113.21630917586039,91.94657734343873
4174409.0,Centre,A,B2,Regular,81,71+,4,3,50,14,1.0,0,0.0,0.10624398084933721,0.07635760971906669,188.91026484930364,131.6800332702117
2257744.0,Provence-Alpes-Cotes-D'Azur,C,B5,Regular,40,31-40,6,18,50,238,0.08,0,0.0,0.05086283712184384,0.03563456565568836,81.11402110229389,61.367479194230434
1261.0,Pays-de-la-Loire,E,B12,Diesel,46,41-50,7,0,74,4128,0.32,1,0.0,0.21460850285117655,0.4438612480359843,391.65090092235675,754.0464016848578
2096843.0,Nord-Pas-de-Calais,D,B11,Regular,47,41-50,9,9,50,1601,0.3,0,0.0,0.07500770029186134,0.07537562209180179,127.92204554168522,126.22257208257857
1196126.0,Centre,E,B5,Regular,29,26-30,8,9,85,3866,0.08,0,0.0,0.18482687881625132,0.17244195616691846,333.45480638101554,311.32045596471045
3023125.0,Nord-Pas-de-Calais,C,B12,Regular,25,23-25,5,1,85,148,0.86,0,0.0,0.17845734339943214,0.08454145709996574,334.46404907934124,136.8425946297908
2029453.0,Pays-de-la-Loire,A,B4,Diesel,44,41-50,4,2,50,26,0.01,0,0.0,0.07228708930988542,0.058606053559546706,107.41383545333018,87.84908230199667
3191307.0,Centre,C,B1,Regular,24,23-25,4,11,72,282,0.82,0,0.0,0.09456740456098058,0.052145237174613064,141.15539865160596,77.64809019038076
4126612.0,Aquitaine,B,B1,Regular,70,61-70,5,12,50,57,1.0,0,0.0,0.06276857057712365,0.05489240745981889,97.92494461347681,81.83501367982743
1175908.0,Bretagne,D,B1,Regular,53,51-60,7,3,50,747,1.0,0,0.0,0.10754137471618792,0.10183063153355126,188.20056851501062,177.2363871468644
4075022.0,Basse-Normandie,B,B12,Regular,41,41-50,8,2,50,60,0.21,0,0.0,0.10460360561818434,0.06703796588478533,195.12138441314133,123.06670779922617
3091899.0,Pays-de-la-Loire,D,B1,Diesel,23,23-25,6,3,64,1786,0.27,0,0.0,0.10578325479820308,0.1765070699372126,164.840015914358,263.8178003003166
2028199.0,Aquitaine,C,B12,Diesel,37,31-40,6,0,53,453,0.46,0,0.0,0.10131798361327735,0.38390529113955624,170.84360027653395,681.9974226900654
2121936.0,Provence-Alpes-Cotes-D'Azur,E,B6,Diesel,55,51-60,7,0,50,3317,0.12,0,0.0,0.10901886592031472,0.09089610801661657,202.73597894582224,158.10376342201954
136914.0,Aquitaine,C,B1,Regular,43,41-50,7,0,50,223,0.51,0,0.0,0.09011131659826198,0.08953652125199936,151.25892196396197,152.41584993479054
4158676.0,Centre,E,B5,Diesel,30,26-30,5,14,90,2044,0.07,0,0.0,0.15389543863908947,0.13825675033878457,248.21860968884693,244.75313583407615
20592.0,Centre,A,B2,Regular,42,41-50,7,19,50,33,1.0,1,0.0,0.045272430102947146,0.04138785388823186,69.31702232096767,66.88956101846617
2109153.0,Languedoc-Roussillon,C,B6,Regular,55,51-60,4,2,62,269,1.0,0,0.0,0.11647273577375694,0.16166422741560108,182.39420272444272,241.8623696131881
2133267.0,Aquitaine,A,B4,Regular,22,18-22,5,13,85,33,0.76,0,0.0,0.08868327046155199,0.08344522062256891,145.10930714455102,123.37443256183919
175333.0,Centre,D,B3,Regular,22,18-22,5,13,95,1313,0.36,0,0.0,0.15726909499489872,0.1671641641384303,265.2475786810465,290.00863126005794
2277254.0,Midi-Pyrenees,C,B12,Diesel,34,31-40,12,5,93,213,0.5,0,0.0,0.21000554173024288,0.18081868581861815,361.0896817511684,261.1209173867173
3249266.0,Champagne-Ardenne,A,B1,Diesel,52,51-60,6,12,50,35,0.08,0,0.0,0.05904033445390934,0.0758421094482282,97.19356171167341,104.12270364362966
2223312.0,Aquitaine,E,B1,Diesel,38,31-40,5,2,68,3857,0.08,0,0.0,0.1266407186035357,0.12002418992472072,216.74220149781897,198.176214123652
3126952.0,Ile-de-France,F,B1,Regular,30,26-30,7,3,60,27000,0.06,0,0.0,0.10902695327543946,0.07947361925731716,131.78254946549913,110.82195106686939
3240870.0,Aquitaine,D,B1,Diesel,59,51-60,6,12,50,679,0.16,0,0.0,0.0634366980905086,0.05270481375092655,94.9773415236146,81.8796951657994
5009693.0,Provence-Alpes-Cotes-D'Azur,D,B12,Diesel,50,41-50,6,6,50,1448,0.87,0,0.0,0.09704554993456296,0.0888682543510803,191.06427160437178,177.60621321789418
157988.0,Pays-de-la-Loire,E,B2,Diesel,45,41-50,8,20,100,2767,0.13,0,0.0,0.14848912946964665,0.2363845539704971,240.608435206447,356.69726234487825
1117044.0,Centre,A,B1,Diesel,43,41-50,6,10,50,11,0.49,0,0.0,0.061332044037301366,0.06948055270992963,96.75286644591449,115.29082669135926
2023309.0,Ile-de-France,C,B12,Diesel,26,26-30,4,0,95,439,0.19,0,0.0,0.2586038464789769,0.09091604515020296,462.0662024210288,142.30058660364023
1192924.0,Centre,E,B4,Regular,33,31-40,4,16,72,3866,1.0,0,0.0,0.08862659024834171,0.08528555758545096,127.69156376916439,129.71704884388225
3050527.0,Bretagne,D,B1,Diesel,50,41-50,5,2,50,1102,0.42,0,0.0,0.10128466447807177,0.11044542019627315,167.4469154824832,189.00744075479233
88262.0,Pays-de-la-Loire,B,B2,Diesel,43,41-50,6,8,50,56,0.39,0,0.0,0.06272997689932233,0.06721415839389153,95.10752450069856,99.02346087195356
3232620.0,Languedoc-Roussillon,A,B2,Diesel,72,71+,4,11,50,23,0.24,0,0.0,0.06364232237648988,0.04883006019745212,107.42585725840685,81.14792841233947
2181870.0,Poitou-Charentes,B,B1,Diesel,63,61-70,6,7,50,71,0.24,0,0.0,0.07071888406798046,0.06422654856773496,110.7570949000929,109.2237749169017
4038098.0,Pays-de-la-Loire,C,B12,Regular,48,41-50,4,3,50,137,0.26,0,0.0,0.10012663769041416,0.04998090358226543,150.0569275267752,71.44142277039259
2128927.0,Centre,B,B2,Regular,32,31-40,4,15,72,61,1.0,0,0.0,0.08079985545815199,0.05536826130068583,128.3027673335755,93.02452882293899
6071315.0,Languedoc-Roussillon,B,B12,Regular,68,61-70,4,4,50,76,0.61,0,0.0,0.10503565983354865,0.04204119922382209,195.71359552905153,69.47263009897246
5083062.0,Nord-Pas-de-Calais,C,B3,Diesel,67,61-70,5,10,54,413,0.54,0,0.0,0.06540351851159365,0.06448093332408868,97.00767407869867,96.44677119756965
4153001.0,Aquitaine,C,B3,Diesel,32,31-40,4,3,57,142,0.05,0,0.0,0.07767186089198949,0.0406941066970154,118.0692666457721,61.6278517994618
6082353.0,Languedoc-Roussillon,C,B5,Regular,44,41-50,4,15,50,159,0.28,0,0.0,0.05619859508985346,0.046552869406860334,80.20677994319084,74.88384213920853
3066843.0,Bretagne,E,B6,Regular,53,51-60,5,6,50,3386,0.3,0,0.0,0.09243885103808841,0.09315183730738782,135.2489590224545,149.66788104126204
6111794.0,Ile-de-France,C,B12,Regular,54,51-60,8,0,57,412,0.43,0,0.0,0.147070690981142,0.2739619547129629,261.66798291905565,442.11529006587966
5045761.0,Provence-Alpes-Cotes-D'Azur,C,B12,Regular,69,61-70,5,1,50,383,0.75,0,0.0,0.12835014710827428,0.05297682993513132,261.2038926045764,97.4989305027109
119113.0,Provence-Alpes-Cotes-D'Azur,C,B2,Regular,62,61-70,7,14,50,313,0.58,0,0.0,0.06374090957280165,0.053132549178260234,114.42986925005762,101.04344012138944
59343.0,Centre,A,B5,Regular,74,71+,7,4,50,48,1.0,0,0.0,0.11140071488739126,0.09163662467512472,199.72395409771298,168.04169460360362
2118300.0,Basse-Normandie,C,B2,Regular,21,18-22,5,3,100,209,0.07,0,0.0,0.23157942245556118,0.3112341374379884,430.3431939194894,532.0852439095096
6093948.0,Ile-de-France,E,B12,Regular,50,41-50,7,1,80,2354,0.44,0,0.0,0.25681667778716244,0.13313851246063094,504.4877343378553,245.23997635495118
4171947.0,Bretagne,D,B3,Diesel,62,61-70,5,6,50,634,1.0,0,0.0,0.09168063882857398,0.08680950940568405,147.36873830871804,136.97875787283024
3250743.0,Midi-Pyrenees,C,B3,Diesel,38,31-40,6,3,50,188,0.08,0,0.0,0.06826205512202065,0.05797613807734491,87.92372386179578,83.28014802520033
1141966.0,Centre,D,B1,Diesel,62,61-70,6,5,50,1398,0.26,0,0.0,0.09969137408757756,0.0815954754070433,161.44309022106873,139.51699441215675
1079825.0,Centre,C,B2,Regular,31,31-40,6,12,95,133,1.0,0,0.0,0.16293192624352196,0.15535302814455687,280.65598319369235,265.05544273913324
1101527.0,Rhone-Alpes,D,B6,Regular,35,31-40,4,1,66,553,1.0,0,0.0,0.1385785942308068,0.1340146204447827,215.09749896303353,202.05792028935622
5102689.0,Ile-de-France,E,B12,Regular,82,71+,5,2,50,2563,0.13,0,0.0,0.1512957676361512,0.060166684135128705,261.4442907988889,103.15830948360458
1004638.0,Ile-de-France,E,B12,Regular,44,41-50,7,1,54,2007,0.36,0,0.0,0.13663106029655891,0.0927061780471585,243.8150033077744,166.31065372065302
1180090.0,Languedoc-Roussillon,C,B10,Regular,61,61-70,7,14,57,269,1.0,0,0.0,0.0740643192790998,0.05262901401428962,124.5081245701585,91.24796622732887
2070708.0,Centre,A,B1,Diesel,26,26-30,5,6,85,46,0.13,0,0.0,0.1396622134596872,0.11107660836580419,251.14546379645552,186.51649436861365
3251452.0,Provence-Alpes-Cotes-D'Azur,D,B2,Diesel,29,26-30,5,14,80,875,0.08,0,0.0,0.10095023961229176,0.08282833063657169,191.60438956532425,163.27531675782495
2106179.0,Nord-Pas-de-Calais,E,B1,Regular,67,61-70,4,6,50,2606,1.0,0,0.0,0.08365328217423774,0.05872823771150373,134.6223811662468,93.14900490620471
2273911.0,Bourgogne,C,B1,Diesel,37,31-40,6,2,67,490,0.08,0,0.0,0.11698818680205572,0.15653231904379744,206.3956090220005,246.50403958139145
3062854.0,Bretagne,C,B3,Diesel,40,31-40,7,2,50,229,1.0,0,0.0,0.08755982514040572,0.0772418644056237,143.39696075233624,122.1515791484069
2081539.0,Poitou-Charentes,D,B5,Regular,40,31-40,7,9,50,801,0.2,0,0.0,0.07396179212627776,0.07104303019044185,111.60203299886521,106.7733753852831
4018902.0,Pays-de-la-Loire,C,B12,Regular,40,31-40,4,0,50,310,0.29,0,0.0,0.10692217518895891,0.49004473071537635,164.20146547712926,677.7614470734719
2134853.0,Provence-Alpes-Cotes-D'Azur,C,B1,Diesel,51,51-60,6,0,50,197,0.61,1,1172.0,0.09697972417854951,0.09831290616451678,187.34741468893776,180.03111004815554
139062.0,Pays-de-la-Loire,D,B1,Diesel,51,51-60,7,1,50,983,1.0,0,0.0,0.10147728096612223,0.09623158118934562,161.59373267053073,149.53618515077312
20345.0,Centre,A,B1,Diesel,50,41-50,7,2,50,21,1.0,1,0.0,0.08932730626447197,0.08984491942848925,157.84270136572565,159.47659892736314
6110758.0,Languedoc-Roussillon,D,B12,Diesel,53,51-60,8,0,58,1541,0.61,0,0.0,0.15172496726430637,0.18292857126226475,307.44381458922663,323.7245461640531
2284983.0,Centre,E,B3,Diesel,30,26-30,4,1,85,3866,0.08,0,0.0,0.2065352070322172,0.17846308971038632,370.91362676438604,306.2296793460451
154154.0,Provence-Alpes-Cotes-D'Azur,E,B13,Regular,34,31-40,9,7,68,4579,0.48,0,0.0,0.12445087193745219,0.15337320585687483,268.59798923731705,266.3444628888711
4145551.0,Pays-de-la-Loire,B,B10,Diesel,46,41-50,9,3,50,64,0.15,0,0.0,0.08253293513301506,0.060899339594449535,143.23063493552644,92.88041762133255
2130272.0,Provence-Alpes-Cotes-D'Azur,E,B1,Regular,56,51-60,4,3,50,2733,1.0,0,0.0,0.10331530402644913,0.07034651509284048,200.61507934767963,134.9652584870113
6009887.0,Languedoc-Roussillon,D,B12,Diesel,62,61-70,7,1,68,1541,0.03,0,0.0,0.19174202537632673,0.08366006554642892,393.49966993440535,143.6765858814017
3213217.0,Poitou-Charentes,A,B1,Regular,45,41-50,4,21,50,20,0.79,0,0.0,0.0359781530720456,0.026709529486989562,47.505489188912975,36.7981719426803
2076765.0,Rhone-Alpes,D,B5,Diesel,28,26-30,5,6,53,1323,1.0,0,0.0,0.08880500406457509,0.1182653425601097,136.14053143885377,179.05719221728563
6009007.0,Rhone-Alpes,E,B12,Regular,58,51-60,5,6,50,9307,0.03,0,0.0,0.12400685597832527,0.060543089981630153,205.06645524506942,99.40657574911187
4146671.0,Centre,A,B2,Regular,75,71+,14,3,50,48,0.75,0,0.0,0.11662392563344018,0.08059926134959325,252.21279611489072,147.49399217638484
3151260.0,Ile-de-France,D,B2,Diesel,38,31-40,8,7,100,1191,0.44,0,0.0,0.2315417555083577,0.2530300073687573,438.5242883189098,448.16963245049504
159228.0,Bretagne,C,B1,Diesel,41,41-50,6,6,50,473,0.33,0,0.0,0.07586665542430994,0.09673241578407944,116.32814934980634,151.67049949481475
1089722.0,Pays-de-la-Loire,D,B3,Diesel,37,31-40,6,8,140,1408,0.37,0,0.0,0.5216581165573224,0.45479722083055973,1024.188631733967,833.3265567282996
3247347.0,Languedoc-Roussillon,B,B2,Regular,61,61-70,7,8,50,74,0.08,0,0.0,0.07542607526134937,0.05687883300722462,139.44067230682674,93.231760358738
3170551.0,Nord-Pas-de-Calais,D,B6,Regular,71,71+,4,11,50,912,0.04,0,0.0,0.06503729404429509,0.04609601503744547,88.51852898437859,70.84978975661953
1016360.0,Ile-de-France,C,B12,Diesel,41,41-50,8,0,50,341,0.09,0,0.0,0.10884629200239905,0.10132830129874142,182.42061138352264,156.05780133805925
64863.0,Rhone-Alpes,B,B14,Regular,34,31-40,10,13,60,64,0.49,0,0.0,0.0697553058416486,0.0476703766486696,120.57646621397994,73.68236639493092
3168517.0,Centre,A,B10,Diesel,58,51-60,8,17,50,31,0.36,0,0.0,0.053227095114990665,0.047053183959929606,85.77254804335739,76.21116613898545
2070163.0,Centre,C,B3,Diesel,44,41-50,5,20,50,102,1.0,0,0.0,0.0433117353375672,0.04135418960006905,55.262294436847995,55.57186854800976
2070507.0,Centre,B,B2,Diesel,40,31-40,7,11,50,91,0.67,0,0.0,0.05979039960975449,0.06113921824935051,95.91665672594294,98.75120660416452
164291.0,Bretagne,B,B2,Regular,49,41-50,5,14,50,59,1.0,0,0.0,0.05763179300276109,0.07090847454828883,90.36315794595605,114.45346722078466
3201485.0,Centre,B,B12,Regular,71,71+,7,8,50,56,0.64,0,0.0,0.10336380288494537,0.07735012198941352,183.84272876526,137.96680050476914
4165420.0,Centre,B,B3,Regular,38,31-40,6,10,50,64,1.0,0,0.0,0.06334324587223876,0.041018920335375714,100.50600135761871,67.77550396466636
3066440.0,Rhone-Alpes,E,B2,Diesel,48,41-50,6,16,50,8549,0.11,0,0.0,0.06320236915447092,0.0699194243731342,91.20078511873709,110.81615845917715
3199450.0,Pays-de-la-Loire,C,B5,Regular,42,41-50,7,15,50,283,1.0,0,0.0,0.05803089341608288,0.055349694491090604,76.44241504390361,73.05873624119322
4019899.0,Corse,A,B3,Regular,74,71+,6,10,50,29,0.95,0,0.0,0.07613054006432328,0.05629599296908532,168.06438477566783,98.00414504842834
2107157.0,Centre,A,B6,Regular,23,23-25,6,10,90,35,0.72,1,1172.0,0.13372423686936882,0.09795437309622432,218.71486394795568,170.35442605099607
4008546.0,Ile-de-France,C,B12,Regular,32,31-40,7,1,50,245,0.04,0,0.0,0.10260200300816667,0.0599629750144953,169.26721275214754,96.2947518038999
1078750.0,Centre,D,B3,Diesel,47,41-50,5,6,50,511,0.91,0,0.0,0.08339302493603874,0.09130091891137108,129.86331258809196,139.2399515073898
1060068.0,Nord-Pas-de-Calais,E,B3,Regular,27,26-30,6,5,60,2885,1.0,0,0.0,0.08415341924750433,0.10702383964425752,142.42624151656787,186.92738186741087
5060448.0,Rhone-Alpes,E,B12,Diesel,63,61-70,7,5,50,2105,0.61,0,0.0,0.12414589106220521,0.08741946827221708,218.29878438594966,152.93243869109432
4137682.0,Provence-Alpes-Cotes-D'Azur,E,B11,Diesel,69,61-70,7,19,50,3744,0.91,0,0.0,0.06620187886534759,0.07867028134492109,115.17662453377032,144.919602600605
4041549.0,Limousin,A,B12,Regular,63,61-70,10,1,68,15,0.88,0,0.0,0.1968973103387288,0.16787281768049556,381.8358690237678,304.6066811886095
3158642.0,Basse-Normandie,D,B11,Diesel,32,31-40,8,0,67,1284,0.04,0,0.0,0.16068477040702828,0.16225084394963546,298.1140561064857,284.30476232350424
3097796.0,Centre,A,B1,Diesel,29,26-30,7,8,68,26,1.0,0,0.0,0.09203080712986927,0.06110925326951782,159.22813043916995,100.14055474279436
4081901.0,Languedoc-Roussillon,E,B12,Diesel,41,41-50,6,1,50,2278,0.87,0,0.0,0.11250948370380877,0.07369543247060412,210.56603444480243,128.84374128121377
5048475.0,Languedoc-Roussillon,E,B12,Regular,51,51-60,5,1,51,3963,0.09,0,0.0,0.12960752711887494,0.06168473281905891,244.80268011832717,108.27182253406922
4176564.0,Centre,C,B2,Regular,57,51-60,7,8,100,282,1.0,0,0.0,0.25806526665979324,0.2705157390509764,493.65346534204355,463.00755330634524
3117675.0,Centre,A,B1,Regular,53,51-60,7,11,50,35,0.87,0,0.0,0.0675074138240677,0.0837855979771767,111.03477297450081,135.9400498751924
2047265.0,Rhone-Alpes,C,B2,Diesel,72,71+,5,2,50,133,0.67,0,0.0,0.10893430136990068,0.09698096527982311,178.57587076315184,156.0306650835331
4131063.0,Rhone-Alpes,E,B2,Regular,34,31-40,9,8,95,8549,1.0,0,0.0,0.24020016118928106,0.21309124760629838,475.6342908834294,371.9654259093465
3106472.0,Rhone-Alpes,D,B1,Diesel,35,31-40,6,14,50,884,1.0,0,0.0,0.058967511333750985,0.04524080599321145,85.1575729551852,69.79601085933525
2140937.0,Centre,C,B1,Regular,67,61-70,7,12,72,133,0.27,1,2264.79,0.12618862485404475,0.16827314572100333,206.1384212209003,272.0199135193172
131903.0,Bretagne,D,B1,Regular,44,41-50,5,3,50,634,1.0,0,0.0,0.09850165010401972,0.09814306970498594,164.2648598698527,165.49820460359712
4083145.0,Rhone-Alpes,A,B12,Diesel,52,51-60,4,2,50,35,0.79,1,1204.0,0.1031862556125452,0.06353833410422945,180.7632489869583,101.06548600327312
1167715.0,Provence-Alpes-Cotes-D'Azur,E,B3,Regular,46,41-50,7,9,50,4579,1.0,0,0.0,0.07869416779194421,0.09478910902622471,149.91559467495668,167.14197461236066
4147494.0,Bretagne,D,B1,Diesel,47,41-50,6,12,100,575,0.13,0,0.0,0.20965466728373308,0.3073627090120396,378.34485203196203,534.6814816307359
2226625.0,Provence-Alpes-Cotes-D'Azur,C,B12,Diesel,56,51-60,10,13,50,102,0.33,0,0.0,0.07401425721968714,0.04527496844594417,141.33393814810287,63.338254750312664
3173992.0,Centre,A,B5,Diesel,35,31-40,7,0,54,11,0.3,0,0.0,0.10401877829001811,0.08318329296880739,186.1439701139264,149.7517371371782
2141850.0,Pays-de-la-Loire,E,B2,Diesel,56,51-60,6,3,50,3541,0.05,0,0.0,0.09859670606021749,0.08294873215666064,155.76489277757176,130.79403038036136
2060135.0,Centre,D,B1,Diesel,47,41-50,7,10,50,1313,0.09,0,0.0,0.07495534133258078,0.09235748555155031,115.72769448848295,149.8477243743624
